Candidate_ID,Job_Role,Source,Application_Date,Screening_Status,Technical_Interview,HR_Interview,Offer_Status,Offer_Accepted,Time_to_Hire_Days,CTC_Offered_LPA
7968,HR Executive,LinkedIn,2024-06-20,Rejected,Rejected,Rejected,Not Offered,No,8,19.04
7969,Business Analyst,Referral,2024-09-28,Passed,Passed,Passed,Not Offered,No,20,17.92
7970,Data Analyst,Referral,2024-09-27,Passed,Passed,Pending,Not Offered,No,33,16.98
7971,Data Scientist,Company Website,2024-02-11,Rejected,Rejected,Pending,Not Offered,Yes,39,3.14
7972,HR Executive,Company Website,2024-07-07,Passed,Not Attended,Rejected,Not Offered,Pending,25,12.8
7973,Business Analyst,Company Website,2024-09-16,Rejected,Not Attended,Pending,Not Offered,No,45,7.15
7974,Software Engineer,LinkedIn,2024-05-31,Passed,Passed,Passed,Not Offered,Pending,35,17.97
7975,Business Analyst,Campus,2024-05-10,Passed,Rejected,Rejected,Not Offered,No,23,14.93
7976,Data Scientist,Referral,2024-04-23,Passed,Rejected,Rejected,Not Offered,Pending,48,14.03
7977,Data Scientist,Company Website,2024-08-09,Passed,Not Attended,Rejected,Not Offered,Yes,42,18.38
7978,Data Analyst,Campus,2024-02-23,Rejected,Not Attended,Rejected,Not Offered,Pending,36,8.03
7979,Data Analyst,Company Website,2024-12-03,Passed,Passed,Rejected,Offered,Yes,8,4.83
7980,Data Scientist,Company Website,2024-10-22,Rejected,Passed,Passed,Not Offered,No,18,8.19
7981,HR Executive,Campus,2024-02-11,Passed,Passed,Passed,Not Offered,Pending,5,6.12
7982,HR Executive,Company Website,2024-04-02,Rejected,Passed,Pending,Not Offered,Pending,44,7.29
7983,Software Engineer,LinkedIn,2024-09-16,Rejected,Not Attended,Passed,Not Offered,Pending,23,12.63
7984,Data Analyst,LinkedIn,2024-10-07,Passed,Passed,Passed,Not Offered,No,52,10.74
7985,Software Engineer,LinkedIn,2024-12-21,Passed,Passed,Rejected,Not Offered,Pending,36,19.68
7986,Data Analyst,Naukri,2024-07-10,Rejected,Not Attended,Passed,Not Offered,No,12,10.11
7987,Data Scientist,Company Website,2024-05-04,Passed,Passed,Rejected,Offered,No,9,5.58
7988,HR Executive,Naukri,2024-10-22,Rejected,Passed,Rejected,Not Offered,Pending,12,17.87
7989,HR Executive,Referral,2024-12-13,Passed,Passed,Passed,Not Offered,Pending,53,7.7
7990,Data Scientist,Campus,2024-12-06,Rejected,Rejected,Passed,Offered,Pending,10,4.83
7991,Software Engineer,Referral,2024-02-04,Passed,Passed,Passed,Not Offered,Pending,39,14.2
7992,Software Engineer,Naukri,2024-02-16,Rejected,Passed,Rejected,Not Offered,No,57,7.36
7993,Business Analyst,LinkedIn,2024-06-01,Passed,Passed,Pending,Offered,Pending,56,3.27
7994,Data Analyst,Company Website,2024-08-25,Rejected,Rejected,Passed,Not Offered,No,15,14.28
7995,Software Engineer,Company Website,2024-01-05,Passed,Passed,Rejected,Not Offered,No,17,4.23
7996,Data Scientist,LinkedIn,2024-05-04,Passed,Not Attended,Pending,Not Offered,Pending,29,3.04
7997,Software Engineer,Company Website,2024-11-23,Rejected,Passed,Passed,Not Offered,Pending,55,14.6
7998,HR Executive,Campus,2024-03-27,Rejected,Passed,Rejected,Offered,No,33,10.7
7999,Data Analyst,Campus,2024-01-03,Rejected,Rejected,Rejected,Offered,Pending,59,16.68
8000,Business Analyst,Campus,2024-06-13,Passed,Passed,Pending,Not Offered,Yes,24,5.79
8001,Data Analyst,Referral,2024-08-10,Passed,Passed,Pending,Not Offered,Yes,39,11.68
8002,HR Executive,LinkedIn,2024-12-14,Passed,Rejected,Passed,Not Offered,Pending,30,4.97
8003,HR Executive,Campus,2024-10-23,Passed,Passed,Passed,Not Offered,Pending,55,9.97
8004,HR Executive,Naukri,2024-12-08,Passed,Rejected,Rejected,Not Offered,Pending,24,9.06
8005,HR Executive,Campus,2024-12-06,Passed,Passed,Passed,Offered,Pending,43,13.85
8006,Data Scientist,Referral,2024-01-25,Rejected,Not Attended,Passed,Not Offered,Yes,47,13.6
8007,Business Analyst,Naukri,2024-02-08,Passed,Not Attended,Pending,Offered,Yes,45,7.39
8008,HR Executive,LinkedIn,2024-04-14,Rejected,Passed,Rejected,Not Offered,Pending,51,3.86
8009,HR Executive,LinkedIn,2024-01-05,Passed,Rejected,Rejected,Not Offered,Pending,48,4.78
8010,Software Engineer,Campus,2024-05-15,Rejected,Passed,Passed,Not Offered,Pending,48,18.52
8011,Business Analyst,Naukri,2024-01-04,Passed,Not Attended,Passed,Offered,Pending,10,15.35
8012,Data Analyst,Naukri,2024-06-17,Rejected,Passed,Passed,Offered,Pending,21,19.02
8013,Business Analyst,Campus,2024-11-11,Passed,Rejected,Pending,Not Offered,Pending,54,13.5
8014,Business Analyst,Campus,2024-11-05,Rejected,Rejected,Pending,Not Offered,No,31,17.95
8015,Business Analyst,Company Website,2024-03-18,Passed,Passed,Rejected,Not Offered,Yes,45,16.14
8016,HR Executive,Company Website,2024-01-19,Passed,Passed,Passed,Not Offered,Pending,47,7.16
8017,HR Executive,Campus,2024-07-23,Passed,Passed,Pending,Offered,Pending,23,15.75
8018,Data Scientist,Referral,2024-12-20,Passed,Not Attended,Pending,Not Offered,No,46,13.36
8019,Data Analyst,Company Website,2024-11-19,Rejected,Passed,Pending,Offered,Yes,36,5.89
8020,Software Engineer,Campus,2024-02-02,Passed,Rejected,Rejected,Not Offered,Yes,47,4.6
8021,Business Analyst,Naukri,2024-05-29,Rejected,Passed,Rejected,Not Offered,Yes,27,9.23
8022,Data Analyst,Company Website,2024-07-11,Passed,Passed,Rejected,Not Offered,Pending,42,12.96
8023,Data Analyst,Referral,2024-05-18,Rejected,Rejected,Passed,Not Offered,No,45,12.46
8024,Data Scientist,LinkedIn,2024-09-28,Rejected,Not Attended,Rejected,Not Offered,No,35,11.18
8025,Software Engineer,Naukri,2024-07-14,Passed,Rejected,Pending,Not Offered,No,20,11.14
8026,Business Analyst,Referral,2024-05-06,Passed,Rejected,Pending,Not Offered,No,7,3.28
8027,Software Engineer,Referral,2024-12-14,Passed,Rejected,Rejected,Offered,Pending,20,3.37
8028,Data Scientist,Referral,2024-08-18,Passed,Rejected,Pending,Not Offered,No,54,9.93
8029,HR Executive,Naukri,2024-02-13,Passed,Passed,Rejected,Not Offered,Pending,55,11.76
8030,Data Analyst,Referral,2024-08-17,Passed,Not Attended,Passed,Not Offered,No,20,14.48
8031,Business Analyst,LinkedIn,2024-08-03,Passed,Rejected,Pending,Not Offered,Yes,8,14.31
8032,HR Executive,Company Website,2024-08-31,Passed,Rejected,Rejected,Offered,No,9,19.75
8033,Data Scientist,Naukri,2024-01-09,Passed,Rejected,Pending,Not Offered,Pending,58,9.66
8034,Software Engineer,Referral,2024-09-06,Passed,Passed,Passed,Offered,Yes,32,5.15
8035,Data Analyst,Campus,2024-07-18,Passed,Passed,Pending,Not Offered,Yes,27,8.12
8036,Business Analyst,Company Website,2024-11-29,Passed,Passed,Rejected,Not Offered,No,46,16.03
8037,HR Executive,Naukri,2024-03-19,Passed,Rejected,Rejected,Not Offered,Pending,23,7.15
8038,HR Executive,Campus,2024-09-01,Passed,Passed,Pending,Not Offered,No,29,16.9
8039,Data Analyst,Campus,2024-07-08,Rejected,Passed,Pending,Not Offered,No,23,16.7
8040,Software Engineer,Referral,2024-03-26,Passed,Not Attended,Rejected,Not Offered,No,7,10.98
8041,Data Scientist,Naukri,2024-09-27,Rejected,Rejected,Passed,Offered,Pending,12,15.41
8042,Software Engineer,Referral,2024-09-18,Passed,Passed,Pending,Not Offered,Pending,30,16.62
8043,Software Engineer,LinkedIn,2024-01-01,Passed,Rejected,Pending,Not Offered,No,35,15.35
8044,Software Engineer,Campus,2024-01-20,Passed,Passed,Passed,Not Offered,Pending,23,8.32
8045,Data Analyst,LinkedIn,2024-05-09,Passed,Rejected,Rejected,Not Offered,No,59,5.89
8046,Data Analyst,Referral,2024-11-21,Rejected,Rejected,Rejected,Not Offered,No,21,5.03
8047,Data Scientist,Company Website,2024-09-14,Passed,Passed,Passed,Not Offered,Pending,5,19.38
8048,Software Engineer,Campus,2024-05-10,Rejected,Passed,Passed,Not Offered,No,57,4.61
8049,Data Analyst,Company Website,2024-01-07,Passed,Passed,Rejected,Not Offered,No,17,10.49
8050,Data Scientist,Naukri,2024-12-05,Passed,Passed,Pending,Not Offered,Pending,47,4.73
8051,Data Scientist,Campus,2024-08-28,Passed,Passed,Passed,Not Offered,No,16,16.51
8052,Software Engineer,LinkedIn,2024-07-10,Passed,Not Attended,Pending,Not Offered,Yes,36,12.4
8053,Business Analyst,Company Website,2024-11-05,Passed,Passed,Pending,Not Offered,Pending,28,5.99
8054,Software Engineer,Naukri,2024-10-23,Passed,Not Attended,Pending,Not Offered,No,38,19.31
8055,Business Analyst,Campus,2024-04-24,Rejected,Rejected,Passed,Offered,No,28,17.42
8056,Data Scientist,Naukri,2024-04-11,Rejected,Rejected,Rejected,Not Offered,Yes,46,5.16
8057,Data Analyst,LinkedIn,2024-12-03,Passed,Passed,Rejected,Not Offered,Yes,13,16.83
8058,HR Executive,Campus,2024-11-14,Passed,Passed,Pending,Offered,No,52,17.36
8059,Data Scientist,Naukri,2024-01-01,Passed,Rejected,Rejected,Not Offered,No,8,16.12
8060,Data Analyst,Referral,2024-01-25,Passed,Not Attended,Passed,Not Offered,No,52,8.97
8061,Data Scientist,Campus,2024-07-27,Rejected,Passed,Passed,Offered,Pending,29,7.36
8062,Software Engineer,Campus,2024-05-22,Passed,Rejected,Rejected,Not Offered,No,40,11.92
8063,Business Analyst,Campus,2024-07-15,Rejected,Passed,Pending,Offered,Pending,28,11.06
8064,Data Scientist,Campus,2024-05-24,Rejected,Passed,Rejected,Not Offered,Yes,27,12.92
8065,Data Analyst,Referral,2024-05-28,Passed,Rejected,Rejected,Offered,Pending,43,10.11
8066,Software Engineer,LinkedIn,2024-06-29,Passed,Rejected,Passed,Offered,Pending,19,6.58
8067,HR Executive,Referral,2024-02-24,Passed,Passed,Pending,Offered,No,29,12.69
8068,Software Engineer,Referral,2024-12-28,Passed,Passed,Rejected,Offered,Yes,47,12.14
8069,Business Analyst,Naukri,2024-05-17,Passed,Passed,Pending,Not Offered,No,14,18.44
8070,Software Engineer,Company Website,2024-07-27,Rejected,Not Attended,Rejected,Not Offered,No,14,13.8
8071,HR Executive,Company Website,2024-07-03,Passed,Passed,Rejected,Offered,Pending,10,16.08
8072,Data Analyst,Naukri,2024-03-05,Rejected,Passed,Rejected,Not Offered,No,56,10.26
8073,Data Scientist,Referral,2024-02-06,Rejected,Passed,Passed,Not Offered,No,9,16.98
8074,Business Analyst,Naukri,2024-04-21,Rejected,Passed,Passed,Not Offered,Yes,33,8.26
8075,HR Executive,Campus,2024-09-19,Passed,Rejected,Passed,Offered,No,24,19.62
8076,Business Analyst,Naukri,2024-03-16,Rejected,Passed,Rejected,Not Offered,Pending,5,16.87
8077,Software Engineer,Naukri,2024-10-22,Passed,Rejected,Rejected,Not Offered,No,26,3.07
8078,Business Analyst,Campus,2024-06-26,Passed,Passed,Passed,Not Offered,No,51,16.9
8079,HR Executive,Company Website,2024-09-10,Rejected,Rejected,Rejected,Not Offered,No,27,12.15
8080,Data Scientist,Campus,2024-01-01,Rejected,Passed,Rejected,Offered,No,30,12.86
8081,Data Scientist,LinkedIn,2024-05-27,Passed,Not Attended,Rejected,Not Offered,Yes,18,19.97
8082,Business Analyst,Naukri,2024-12-29,Rejected,Passed,Passed,Not Offered,Pending,40,15.2
8083,Data Analyst,Naukri,2024-06-07,Passed,Rejected,Rejected,Not Offered,Pending,16,5.22
8084,Business Analyst,Company Website,2024-11-19,Passed,Rejected,Passed,Offered,Pending,19,15.82
8085,Software Engineer,Referral,2024-09-24,Passed,Rejected,Passed,Not Offered,No,53,6.39
8086,Data Scientist,Campus,2024-05-29,Passed,Passed,Rejected,Offered,Pending,20,18.89
8087,Data Scientist,Referral,2024-05-08,Passed,Not Attended,Passed,Not Offered,No,19,7.48
8088,Data Scientist,LinkedIn,2024-05-05,Passed,Passed,Pending,Offered,No,12,10.85
8089,Data Analyst,Campus,2024-01-01,Passed,Not Attended,Pending,Not Offered,No,48,16.82
8090,Data Analyst,LinkedIn,2024-04-26,Passed,Passed,Rejected,Offered,Pending,54,19.39
8091,HR Executive,LinkedIn,2024-05-28,Passed,Passed,Passed,Not Offered,No,18,5.67
8092,Business Analyst,LinkedIn,2024-09-25,Passed,Passed,Rejected,Not Offered,No,6,4.17
8093,Business Analyst,Campus,2024-07-07,Passed,Passed,Rejected,Not Offered,Pending,59,16.43
8094,Software Engineer,Campus,2024-05-20,Passed,Passed,Passed,Not Offered,Pending,16,17.67
8095,Data Scientist,Company Website,2024-04-14,Passed,Passed,Passed,Not Offered,Pending,28,13.24
8096,Data Analyst,Naukri,2024-09-08,Passed,Not Attended,Passed,Not Offered,No,6,5.9
8097,Software Engineer,Referral,2024-10-07,Passed,Rejected,Passed,Offered,No,22,5.67
8098,Software Engineer,Referral,2024-12-09,Passed,Passed,Rejected,Not Offered,Pending,8,10.83
8099,Data Analyst,LinkedIn,2024-04-10,Rejected,Passed,Pending,Offered,No,32,6.3
8100,Business Analyst,Campus,2024-10-08,Passed,Rejected,Passed,Not Offered,No,29,8.9
8101,Data Scientist,Campus,2024-12-23,Passed,Passed,Passed,Not Offered,No,45,16.5
8102,Business Analyst,LinkedIn,2024-06-11,Passed,Not Attended,Passed,Not Offered,Pending,44,4.8
8103,Software Engineer,Naukri,2024-07-21,Passed,Rejected,Rejected,Not Offered,No,11,8.16
8104,Data Scientist,Referral,2024-04-09,Passed,Rejected,Passed,Offered,Pending,49,9.74
8105,HR Executive,Company Website,2024-10-07,Rejected,Rejected,Passed,Not Offered,No,16,6.87
8106,Software Engineer,Naukri,2024-09-13,Passed,Rejected,Passed,Not Offered,No,48,15.04
8107,Business Analyst,Campus,2024-04-03,Passed,Passed,Rejected,Not Offered,No,59,10.97
8108,Business Analyst,LinkedIn,2024-11-19,Passed,Passed,Rejected,Not Offered,No,49,19.09
8109,Business Analyst,Referral,2024-10-05,Passed,Passed,Pending,Not Offered,Yes,23,8.78
8110,Data Analyst,LinkedIn,2024-08-14,Rejected,Rejected,Rejected,Not Offered,Pending,8,18.73
8111,Software Engineer,Campus,2024-12-27,Passed,Passed,Passed,Offered,Pending,6,12.66
8112,Data Scientist,LinkedIn,2024-05-29,Passed,Rejected,Pending,Not Offered,Pending,28,12.16
8113,Business Analyst,Referral,2024-12-16,Passed,Passed,Passed,Not Offered,No,49,6.99
8114,Business Analyst,LinkedIn,2024-03-02,Passed,Passed,Rejected,Not Offered,No,15,19.11
8115,Data Analyst,Referral,2024-05-08,Passed,Passed,Passed,Not Offered,Pending,28,8.41
8116,Data Scientist,LinkedIn,2024-07-05,Passed,Rejected,Passed,Not Offered,No,43,12.29
8117,Software Engineer,LinkedIn,2024-03-08,Passed,Not Attended,Rejected,Not Offered,Pending,13,18.97
8118,HR Executive,Referral,2024-01-30,Passed,Rejected,Passed,Not Offered,Pending,11,17.46
8119,Data Analyst,LinkedIn,2024-10-30,Passed,Not Attended,Passed,Not Offered,No,33,8.25
8120,Software Engineer,Naukri,2024-10-01,Rejected,Not Attended,Passed,Not Offered,No,39,16.69
8121,HR Executive,Company Website,2024-05-06,Passed,Rejected,Pending,Not Offered,Pending,28,14.57
8122,Business Analyst,Naukri,2024-07-31,Passed,Passed,Passed,Offered,No,7,3.57
8123,Business Analyst,Company Website,2024-11-01,Rejected,Passed,Rejected,Offered,Pending,5,11.38
8124,Data Scientist,Naukri,2024-05-13,Passed,Passed,Pending,Not Offered,Pending,37,10.18
8125,HR Executive,Company Website,2024-08-06,Passed,Not Attended,Passed,Not Offered,Pending,56,14.2
8126,Business Analyst,LinkedIn,2024-11-14,Passed,Passed,Pending,Not Offered,Pending,50,14.95
8127,Business Analyst,Referral,2024-06-05,Passed,Passed,Pending,Not Offered,Pending,38,14.98
8128,Data Scientist,Referral,2024-07-06,Passed,Not Attended,Pending,Offered,Pending,47,10.82
8129,Software Engineer,Campus,2024-06-10,Passed,Passed,Rejected,Offered,No,14,19.1
8130,Business Analyst,Company Website,2024-05-08,Passed,Rejected,Passed,Offered,Pending,19,4.21
8131,Data Analyst,Campus,2024-10-30,Passed,Rejected,Pending,Not Offered,No,15,14.03
8132,Data Analyst,Campus,2024-03-29,Passed,Not Attended,Passed,Not Offered,No,44,10.46
8133,Software Engineer,Company Website,2024-06-10,Rejected,Not Attended,Passed,Not Offered,Pending,37,6.95
8134,HR Executive,Referral,2024-02-05,Passed,Not Attended,Passed,Not Offered,Pending,36,5.32
8135,Data Scientist,Company Website,2024-08-14,Passed,Rejected,Pending,Offered,No,42,10.86
8136,Data Analyst,LinkedIn,2024-05-30,Passed,Passed,Passed,Not Offered,Yes,24,8.19
8137,Data Analyst,Campus,2024-03-21,Passed,Rejected,Rejected,Not Offered,No,36,6.73
8138,Software Engineer,Campus,2024-02-16,Passed,Not Attended,Passed,Not Offered,No,12,3.62
8139,HR Executive,Company Website,2024-07-22,Passed,Passed,Rejected,Offered,No,55,8.32
8140,HR Executive,Campus,2024-05-27,Passed,Passed,Rejected,Not Offered,No,57,18.84
8141,Software Engineer,Referral,2024-08-18,Passed,Passed,Passed,Offered,Pending,59,12.15
8142,Data Analyst,Campus,2024-01-27,Rejected,Rejected,Passed,Not Offered,No,21,7.1
8143,Data Scientist,Company Website,2024-07-07,Passed,Passed,Passed,Not Offered,No,50,19.59
8144,Data Analyst,Referral,2024-06-13,Passed,Rejected,Passed,Offered,Pending,40,14.07
8145,HR Executive,Referral,2024-07-30,Passed,Passed,Rejected,Not Offered,Pending,6,11.62
8146,Data Analyst,Campus,2024-11-03,Passed,Passed,Pending,Offered,No,52,18.87
8147,Data Scientist,Company Website,2024-03-15,Passed,Passed,Rejected,Not Offered,No,56,16.28
8148,Business Analyst,Campus,2024-04-01,Passed,Rejected,Pending,Offered,Pending,38,12.05
8149,Data Analyst,LinkedIn,2024-03-02,Passed,Passed,Pending,Not Offered,Yes,15,3.12
8150,Software Engineer,LinkedIn,2024-03-06,Passed,Passed,Rejected,Offered,Pending,18,10.04
8151,Business Analyst,Referral,2024-03-20,Rejected,Not Attended,Passed,Not Offered,Yes,22,16.59
8152,Software Engineer,Campus,2024-05-19,Rejected,Not Attended,Pending,Offered,Yes,14,7.84
8153,Software Engineer,LinkedIn,2024-05-09,Passed,Not Attended,Rejected,Not Offered,Pending,27,3.93
8154,Software Engineer,Naukri,2024-09-10,Rejected,Rejected,Pending,Offered,No,28,13.34
8155,Data Analyst,LinkedIn,2024-11-15,Rejected,Not Attended,Rejected,Not Offered,No,48,18.29
8156,HR Executive,Campus,2024-01-29,Rejected,Rejected,Pending,Not Offered,Pending,15,19.81
8157,Business Analyst,Campus,2024-07-20,Passed,Not Attended,Pending,Offered,Pending,59,4.95
8158,Data Scientist,LinkedIn,2024-08-24,Rejected,Passed,Pending,Not Offered,Yes,45,19.35
8159,HR Executive,Campus,2024-03-27,Passed,Passed,Rejected,Not Offered,Yes,32,9.52
8160,Data Analyst,Campus,2024-04-05,Passed,Passed,Rejected,Not Offered,Pending,31,15.67
8161,Software Engineer,Naukri,2024-10-13,Rejected,Not Attended,Pending,Not Offered,No,52,6.47
8162,Data Scientist,Referral,2024-12-04,Rejected,Rejected,Pending,Not Offered,Pending,12,14.43
8163,Business Analyst,Campus,2024-10-15,Passed,Passed,Passed,Not Offered,Pending,58,14.42
8164,HR Executive,Company Website,2024-09-08,Rejected,Rejected,Rejected,Not Offered,No,41,7.8
8165,HR Executive,Referral,2024-06-28,Passed,Not Attended,Rejected,Offered,Yes,51,10.57
8166,Data Scientist,Referral,2024-04-09,Passed,Not Attended,Passed,Not Offered,No,51,10.05
8167,Data Analyst,Company Website,2024-03-13,Passed,Rejected,Passed,Offered,Pending,53,14.14
8168,Business Analyst,LinkedIn,2024-05-10,Rejected,Rejected,Passed,Not Offered,No,6,19.61
8169,Data Scientist,Naukri,2024-06-30,Rejected,Passed,Pending,Offered,Pending,49,12.69
8170,Software Engineer,Campus,2024-07-12,Rejected,Passed,Passed,Not Offered,No,47,12.25
8171,Business Analyst,LinkedIn,2024-01-18,Passed,Not Attended,Rejected,Not Offered,No,5,8.75
8172,HR Executive,Company Website,2024-05-05,Passed,Rejected,Pending,Not Offered,Yes,45,14.52
8173,Data Scientist,Naukri,2024-07-29,Passed,Rejected,Passed,Offered,No,8,17.38
8174,HR Executive,Naukri,2024-01-07,Passed,Passed,Passed,Not Offered,Pending,52,4.68
8175,HR Executive,Naukri,2024-04-23,Passed,Passed,Pending,Offered,No,52,7.1
8176,HR Executive,Company Website,2024-12-05,Passed,Passed,Pending,Not Offered,No,7,13.08
8177,Data Analyst,LinkedIn,2024-03-24,Passed,Rejected,Passed,Not Offered,No,30,4.43
8178,HR Executive,Campus,2024-12-04,Rejected,Rejected,Pending,Not Offered,No,54,8.91
8179,Software Engineer,Naukri,2024-12-26,Passed,Not Attended,Pending,Not Offered,Pending,11,11.15
8180,Software Engineer,Naukri,2024-04-11,Rejected,Rejected,Pending,Not Offered,Pending,26,16.7
8181,Business Analyst,LinkedIn,2024-04-02,Passed,Passed,Passed,Not Offered,No,14,11.95
8182,HR Executive,Naukri,2024-11-11,Passed,Passed,Rejected,Not Offered,No,14,9.46
8183,HR Executive,Naukri,2024-04-11,Passed,Not Attended,Rejected,Not Offered,Pending,43,5.51
8184,Data Scientist,Company Website,2024-09-07,Passed,Passed,Passed,Not Offered,No,5,6.44
8185,Data Analyst,Referral,2024-01-24,Passed,Rejected,Passed,Not Offered,Pending,53,11.81
8186,Business Analyst,LinkedIn,2024-12-30,Passed,Rejected,Passed,Not Offered,No,56,16.68
8187,HR Executive,LinkedIn,2024-06-15,Rejected,Passed,Rejected,Offered,Pending,41,9.78
8188,Data Scientist,LinkedIn,2024-05-19,Rejected,Passed,Passed,Offered,No,15,6.87
8189,Data Analyst,Company Website,2024-04-03,Passed,Passed,Passed,Not Offered,No,38,9.44
8190,Business Analyst,Company Website,2024-06-29,Passed,Passed,Pending,Not Offered,Yes,14,3.94
8191,Business Analyst,Campus,2024-03-04,Rejected,Rejected,Rejected,Offered,Pending,18,12.02
8192,HR Executive,Company Website,2024-01-04,Rejected,Rejected,Passed,Offered,Pending,42,4.26
8193,Business Analyst,LinkedIn,2024-04-03,Passed,Not Attended,Pending,Not Offered,No,6,17.45
8194,Data Scientist,Campus,2024-09-28,Rejected,Not Attended,Rejected,Not Offered,Pending,43,15.98
8195,Business Analyst,Referral,2024-10-09,Passed,Passed,Rejected,Not Offered,Pending,14,14.96
8196,Software Engineer,Naukri,2024-05-11,Passed,Rejected,Passed,Not Offered,No,36,19.07
8197,Data Scientist,Naukri,2024-03-12,Passed,Rejected,Passed,Not Offered,Pending,33,18.12
8198,Data Analyst,Campus,2024-10-30,Passed,Passed,Rejected,Not Offered,No,54,3.05
8199,Data Analyst,Referral,2024-03-21,Passed,Not Attended,Pending,Offered,Yes,5,16.25
8200,HR Executive,Naukri,2024-06-22,Passed,Rejected,Passed,Not Offered,Pending,48,12.95
8201,HR Executive,Campus,2024-10-26,Rejected,Not Attended,Rejected,Offered,Pending,8,10.4
8202,Software Engineer,Company Website,2024-02-21,Passed,Not Attended,Passed,Not Offered,Yes,37,7.88
8203,Data Analyst,LinkedIn,2024-10-16,Passed,Rejected,Passed,Not Offered,Pending,50,6.33
8204,Data Analyst,Referral,2024-08-24,Passed,Passed,Passed,Offered,Pending,28,18.0
8205,Data Analyst,Naukri,2024-10-03,Passed,Rejected,Pending,Not Offered,Pending,45,9.17
8206,Data Analyst,LinkedIn,2024-10-06,Passed,Rejected,Passed,Offered,Yes,26,10.62
8207,Business Analyst,Campus,2024-02-13,Rejected,Rejected,Passed,Not Offered,Pending,14,15.12
8208,Data Scientist,Naukri,2024-09-10,Rejected,Passed,Pending,Offered,No,48,16.36
8209,Data Scientist,LinkedIn,2024-12-24,Passed,Passed,Passed,Offered,No,30,13.63
8210,Software Engineer,Company Website,2024-05-13,Passed,Not Attended,Passed,Not Offered,No,18,10.13
8211,Business Analyst,Referral,2024-02-25,Rejected,Not Attended,Passed,Offered,No,16,4.09
8212,Data Analyst,Campus,2024-01-14,Passed,Passed,Pending,Not Offered,Yes,24,13.4
8213,Data Analyst,Naukri,2024-06-26,Passed,Not Attended,Passed,Not Offered,No,38,17.39
8214,HR Executive,Company Website,2024-04-10,Passed,Passed,Pending,Offered,Yes,39,3.77
8215,HR Executive,Referral,2024-06-28,Rejected,Not Attended,Passed,Not Offered,No,49,9.0
8216,Software Engineer,Referral,2024-09-13,Passed,Passed,Passed,Offered,No,26,7.21
8217,Data Analyst,Company Website,2024-09-24,Rejected,Not Attended,Pending,Not Offered,No,42,12.19
8218,Software Engineer,Naukri,2024-12-27,Passed,Rejected,Rejected,Offered,No,21,3.18
8219,Business Analyst,Referral,2024-02-06,Passed,Passed,Passed,Offered,No,32,18.0
8220,Data Scientist,Campus,2024-07-22,Passed,Passed,Rejected,Offered,Yes,27,16.46
8221,Data Analyst,LinkedIn,2024-09-15,Passed,Passed,Passed,Not Offered,Pending,20,4.77
8222,Business Analyst,Campus,2024-06-03,Passed,Rejected,Rejected,Not Offered,Pending,27,18.17
8223,Data Analyst,Referral,2024-08-25,Passed,Not Attended,Rejected,Not Offered,Yes,41,16.05
8224,HR Executive,LinkedIn,2024-11-04,Passed,Rejected,Passed,Offered,Pending,54,19.26
8225,Software Engineer,Company Website,2024-04-09,Passed,Not Attended,Pending,Offered,Pending,40,7.4
8226,HR Executive,LinkedIn,2024-09-29,Rejected,Rejected,Rejected,Not Offered,No,27,17.54
8227,Data Scientist,LinkedIn,2024-04-22,Rejected,Not Attended,Passed,Offered,Pending,35,5.48
8228,HR Executive,LinkedIn,2024-04-19,Rejected,Rejected,Passed,Offered,Pending,19,14.84
8229,Data Analyst,Referral,2024-05-22,Rejected,Passed,Pending,Not Offered,No,17,4.22
8230,HR Executive,Naukri,2024-06-15,Passed,Rejected,Passed,Offered,Pending,18,15.14
8231,Data Analyst,Referral,2024-09-16,Passed,Passed,Rejected,Not Offered,Yes,26,5.58
8232,Data Scientist,Naukri,2024-05-24,Rejected,Not Attended,Pending,Offered,Pending,13,15.5
8233,HR Executive,Company Website,2024-08-17,Passed,Passed,Rejected,Offered,Yes,12,10.48
8234,Software Engineer,Company Website,2024-09-24,Passed,Passed,Rejected,Not Offered,Pending,18,5.29
8235,Software Engineer,Company Website,2024-02-01,Rejected,Passed,Passed,Not Offered,No,57,12.71
8236,Software Engineer,Company Website,2024-10-25,Passed,Rejected,Rejected,Not Offered,Yes,11,3.42
8237,HR Executive,Company Website,2024-08-06,Rejected,Passed,Passed,Offered,Pending,7,7.03
8238,HR Executive,Campus,2024-06-25,Passed,Not Attended,Pending,Not Offered,Yes,40,7.97
8239,HR Executive,Referral,2024-04-13,Passed,Passed,Passed,Offered,Pending,27,19.87
8240,Data Analyst,Naukri,2024-08-23,Rejected,Passed,Passed,Not Offered,No,21,16.51
8241,Data Scientist,Company Website,2024-04-02,Passed,Passed,Passed,Not Offered,Pending,45,8.3
8242,Software Engineer,Campus,2024-07-19,Rejected,Passed,Passed,Not Offered,No,59,9.2
8243,Data Analyst,Campus,2024-10-25,Rejected,Passed,Passed,Not Offered,No,29,10.45
8244,Software Engineer,Campus,2024-08-18,Passed,Passed,Pending,Not Offered,Pending,27,16.41
8245,Data Analyst,Referral,2024-09-11,Passed,Passed,Pending,Offered,No,15,14.57
8246,HR Executive,Company Website,2024-03-25,Passed,Passed,Rejected,Not Offered,No,36,12.21
8247,Software Engineer,Campus,2024-02-04,Passed,Passed,Passed,Offered,No,57,10.6
